10 mV/s,,,20 mV/s,,,50 mV/s,,,100 mV/s,
電位,電流,,電位,電流,,電位,電流,,電位,電流
0.122606523,5.28452E-09,,0.245069578,1.00562E-08,,0.388593256,-2.31146E-08,,,
0.123644926,5.32786E-09,,0.24704504,1.01014E-08,,0.383609056,-2.31301E-08,,,
0.124639787,5.25584E-09,,0.249072939,1.00648E-08,,0.378583819,-2.31353E-08,,,
0.125638738,5.33622E-09,,0.251089782,1.01063E-08,,0.373551071,-2.31442E-08,,,
0.126617581,5.28852E-09,,0.253074855,1.00502E-08,,0.368611783,-2.3108E-08,,,
0.127607912,5.32771E-09,,0.255055457,1.00947E-08,,0.36360395,-2.31526E-08,,,
0.12861456,5.23129E-09,,0.257109374,1.00976E-08,,0.358603179,-2.31615E-08,,,
0.129603758,5.31099E-09,,0.259060949,1.00756E-08,,0.353581369,-2.31713E-08,,,
0.130647838,5.28901E-09,,0.261095613,1.00587E-08,,0.348586977,-2.3112E-08,,,
0.131637111,5.31073E-09,,0.2630454,1.00721E-08,,0.343565196,-2.31534E-08,,,
0.13262096,5.24181E-09,,0.265061021,1.00897E-08,,0.33856371,-2.32144E-08,,,
0.133655608,5.28514E-09,,0.267062008,1.00683E-08,,0.33356908,-2.31246E-08,,,
0.13467592,5.32664E-09,,0.269085586,1.00698E-08,,0.328613192,-2.31414E-08,,,
0.135683969,5.32367E-09,,0.271082133,1.00901E-08,,0.323657334,-2.30895E-08,,,
0.136618599,5.28188E-09,,0.273129284,1.01099E-08,,0.318602413,-2.31354E-08,,,
0.137624547,5.35231E-09,,0.275087655,1.00822E-08,,0.313539535,-2.31479E-08,,,
0.138661936,5.30812E-09,,0.277146965,1.01009E-08,,0.308538646,-2.31804E-08,,,
0.139674619,5.34151E-09,,0.279056221,1.00575E-08,,0.303545892,-2.3178E-08,,,
0.140629396,5.23725E-09,,0.281109273,1.01204E-08,,0.298550993,-2.32026E-08,,,
0.141592234,5.28941E-09,,0.283079565,1.00759E-08,,0.293559253,-2.31967E-08,,,
0.142683104,5.30196E-09,,0.285093158,1.00597E-08,,0.288520753,-2.32165E-08,,,
0.143628716,5.29177E-09,,0.287069678,1.00781E-08,,0.2835581,-2.31239E-08,,,
0.144613042,5.26903E-09,,0.289086908,1.00876E-08,,0.278544575,-2.31636E-08,,,
0.145605132,5.25267E-09,,0.291040182,1.00798E-08,,0.273554921,-2.31948E-08,,,
0.146567836,5.26184E-09,,0.293055087,1.00539E-08,,0.26850459,-2.31968E-08,,,
0.14763996,5.33261E-09,,0.295099527,1.01246E-08,,0.263548851,-2.31624E-08,,,
0.148671731,5.27442E-09,,0.297075391,1.00493E-08,,0.258530438,-2.31988E-08,,,
0.149603769,5.25564E-09,,0.299107611,1.00938E-08,,0.253463149,-2.32248E-08,,,
0.150635883,5.28522E-09,,0.301030219,1.00381E-08,,0.248508886,-2.31499E-08,,,
0.151665553,5.37428E-09,,0.303067476,1.00942E-08,,0.243563369,-2.31494E-08,,,
0.152669355,5.27969E-09,,0.305129379,1.01068E-08,,0.238598153,-2.31687E-08,,,
0.153647348,5.31812E-09,,0.307082325,1.00766E-08,,0.233504102,-2.31429E-08,,,
0.154657021,5.28581E-09,,0.309176594,1.00984E-08,,0.228507251,-2.3167E-08,,,
0.155626819,5.32992E-09,,0.31109938,1.00788E-08,,0.223505035,-2.31885E-08,,,
0.156627804,5.1916E-09,,0.313119888,1.00835E-08,,0.218588218,-2.31348E-08,,,
0.157751888,5.34989E-09,,0.315052062,1.0069E-08,,0.213479504,-2.31865E-08,,,
0.158485889,5.1743E-09,,0.317081243,1.00323E-08,,0.208539039,-2.31573E-08,,,
0.159778789,5.36281E-09,,0.319121003,1.01114E-08,,0.203478366,-2.32078E-08,,,
0.160581425,5.1999E-09,,0.321118534,1.00924E-08,,0.198538512,-2.31909E-08,,,
0.161676764,5.32648E-09,,0.323076457,1.01118E-08,,0.193506524,-2.3167E-08,,,
0.162637249,5.25254E-09,,0.325044423,1.00289E-08,,0.188565597,-2.31099E-08,,,
0.163661882,5.35302E-09,,0.327115327,1.01036E-08,,0.18338874,-2.32726E-08,,,
0.164761737,5.35388E-09,,0.329101533,1.00729E-08,,0.178478062,-2.32416E-08,,,
0.165670291,5.34817E-09,,0.331061542,1.00906E-08,,0.173487812,-2.31725E-08,,,
0.16669184,5.33218E-09,,0.333120227,1.01051E-08,,0.168505058,-2.31547E-08,,,
0.16767478,5.32796E-09,,0.335070908,1.00483E-08,,0.1635461,-2.31584E-08,,,
0.16865541,5.27351E-09,,0.337102532,1.00953E-08,,0.158583924,-2.31279E-08,,,
0.169645667,5.29339E-09,,0.339105964,1.00974E-08,,0.153503388,-2.31562E-08,,,
0.170692608,5.33896E-09,,0.341058165,1.00369E-08,,0.148569241,-2.3113E-08,,,
0.171674818,5.31672E-09,,0.343100995,1.01175E-08,,0.14349176,-2.31824E-08,,,
0.172620982,5.26701E-09,,0.345113426,1.00626E-08,,0.138473034,-2.32223E-08,,,
0.17368564,5.34091E-09,,0.347131222,1.00991E-08,,0.13347815,-2.31953E-08,,,
0.17466256,5.27416E-09,,0.349095047,1.00538E-08,,0.128457323,-2.31975E-08,,,
0.175666824,5.33849E-09,,0.351138443,1.01283E-08,,0.123460017,-2.31718E-08,,,
0.176632285,5.25734E-09,,0.353101045,1.00697E-08,,0.118440285,-2.32025E-08,,,
0.17768392,5.33722E-09,,0.355093181,1.00728E-08,,0.113525957,-2.31603E-08,,,
0.178639486,5.28772E-09,,0.357121587,1.00786E-08,,0.108477697,-2.31735E-08,,,
0.179705411,5.36572E-09,,0.359085381,1.00893E-08,,0.103521176,-2.31803E-08,,,
0.180669352,5.26819E-09,,0.361111045,1.00726E-08,,0.098462574,-2.32107E-08,,,
0.181698248,5.31702E-09,,0.363126814,1.00987E-08,,0.0934752,-2.31905E-08,,,
0.182684734,5.30676E-09,,0.365040541,1.00362E-08,,0.088498294,-2.31339E-08,,,
0.183661848,5.34736E-09,,0.36714673,1.01291E-08,,0.083499342,-2.31935E-08,,,
0.184669629,5.26502E-09,,0.369093001,1.00791E-08,,0.078450076,-2.32279E-08,,,
0.185701117,5.35087E-09,,0.37109068,1.00784E-08,,0.073472202,-2.3203E-08,,,
0.186653495,5.28404E-09,,0.373114139,1.00764E-08,,0.068451159,-2.321E-08,,,
0.187719613,5.37291E-09,,0.375112116,1.01024E-08,,0.063413635,-2.32281E-08,,,
0.188693196,5.28187E-09,,0.37710771,1.00538E-08,,0.058414329,-2.32502E-08,,,
0.189665452,5.33966E-09,,0.379078388,1.00493E-08,,0.053460248,-2.319E-08,,,
0.190664083,5.30139E-09,,0.381069809,1.00465E-08,,0.048454862,-2.3197E-08,,,
0.191693485,5.35632E-09,,0.383081645,1.00922E-08,,0.043528799,-2.31194E-08,,,
